alias,source,project,id,atd_item,text,introducing_commit_hash,introducing_date,filename,number_of_changes,fixing_commit_hash,payment_date,last_known_path,intro-FAN-IN,intro-FAN-OUT,payment-FAN-IN,payment-FAN-OUT,intro-sloc,payment-sloc,intro-complexity,payment-complexity,normalized_intro-FAN-IN,normalized_intro-FAN-OUT,normalized_payment-FAN-IN,normalized_payment-FAN-OUT
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestSequenceFileSync.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestSequenceFileSync.java,0,8,0,8,81,81,8,8,0,0.0987654320987654,0,0.0987654320987654
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestSetFile.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestSetFile.java,1,9,1,10,114,145,19,23,0.0087719298245614,0.0789473684210526,0.00689655172413793,0.0689655172413793
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestSortedMapWritable.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestSortedMapWritable.java,0,6,0,7,60,116,6,9,0,0.1,0,0.0603448275862069
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestText.java,11,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestText.java,0,8,0,8,198,344,34,51,0,0.0404040404040404,0,0.0232558139534884
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestTextNonUTF8.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestTextNonUTF8.java,0,1,0,1,28,22,3,2,0,0.0357142857142857,0,0.0454545454545455
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestUTF8.java,5,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestUTF8.java,0,4,0,6,50,114,10,17,0,0.08,0,0.0526315789473684
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestVersionedWritable.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestVersionedWritable.java,0,7,0,7,103,113,23,22,0,0.0679611650485437,0,0.0619469026548673
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestWritable.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestWritable.java,6,10,6,11,97,154,19,23,0.0618556701030928,0.103092783505155,0.038961038961039,0.0714285714285714
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestWritableName.java,5,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestWritableName.java,0,5,0,3,63,69,11,10,0,0.0793650793650794,0,0.0434782608695652
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestWritableUtils.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestWritableUtils.java,0,4,0,4,41,68,3,7,0,0.0975609756097561,0,0.0588235294117647
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress/TestBlockDecompressorStream.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress/TestBlockDecompressorStream.java,0,7,0,7,158,174,30,33,0,0.0443037974683544,0,0.0402298850574713
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress/TestCodec.java,16,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress/TestCodec.java,0,30,0,33,631,769,68,83,0,0.0475435816164818,0,0.0429128738621587
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress/TestCodecFactory.java,6,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress/TestCodecFactory.java,0,11,0,14,169,214,17,19,0,0.0650887573964497,0,0.0654205607476635
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/KVGenerator.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/KVGenerator.java,1,3,1,3,76,75,14,14,0.0131578947368421,0.0394736842105263,0.0133333333333333,0.04
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/KeySampler.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/KeySampler.java,1,3,1,3,34,34,3,3,0.0294117647058824,0.0882352941176471,0.0294117647058824,0.0882352941176471
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/NanoTimer.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/NanoTimer.java,1,0,1,0,83,84,25,25,0.0120481927710843,0,0.0119047619047619,0
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/RandomDistribution.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/RandomDistribution.java,3,0,3,0,138,138,30,30,0.0217391304347826,0,0.0217391304347826,0
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFile.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFile.java,0,7,0,7,345,352,44,44,0,0.0202898550724638,0,0.0198863636363636
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileByteArrays.java,5,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileByteArrays.java,5,9,5,9,603,602,98,98,0.00829187396351576,0.0149253731343284,0.00830564784053156,0.0149501661129568
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileComparator2.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileComparator2.java,0,9,0,9,82,82,5,5,0,0.109756097560976,0,0.109756097560976
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileComparators.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileComparators.java,0,6,0,6,75,80,11,11,0,0.08,0,0.075
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileJClassComparatorByteArrays.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileJClassComparatorByteArrays.java,0,4,0,4,24,23,3,3,0,0.166666666666667,0,0.173913043478261
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileLzoCodecsByteArrays.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileLzoCodecsByteArrays.java,0,2,0,2,16,15,3,3,0,0.125,0,0.133333333333333
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileLzoCodecsStreams.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileLzoCodecsStreams.java,0,2,0,2,15,15,3,3,0,0.133333333333333,0,0.133333333333333
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileNoneCodecsByteArrays.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileNoneCodecsByteArrays.java,0,2,0,2,10,9,1,1,0,0.2,0,0.222222222222222
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileNoneCodecsJClassComparatorByteArrays.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileNoneCodecsJClassComparatorByteArrays.java,0,4,0,2,13,10,1,1,0,0.307692307692308,0,0.2
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileNoneCodecsStreams.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileNoneCodecsStreams.java,0,2,0,2,9,9,1,1,0,0.222222222222222,0,0.222222222222222
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileSeek.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileSeek.java,0,12,0,12,413,416,57,57,0,0.0290556900726392,0,0.0288461538461538
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileSeqFileComparison.java,11,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileSeqFileComparison.java,0,11,0,12,645,664,106,106,0,0.0170542635658915,0,0.0180722891566265
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileSplit.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileSplit.java,0,8,0,8,149,151,20,20,0,0.0536912751677852,0,0.0529801324503311
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileStreams.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileStreams.java,2,9,2,9,335,356,71,71,0.00597014925373134,0.026865671641791,0.00561797752808989,0.0252808988764045
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileUnsortedByteArrays.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestTFileUnsortedByteArrays.java,0,7,0,7,170,176,13,13,0,0.0411764705882353,0,0.0397727272727273
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestVLong.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/TestVLong.java,0,7,0,7,124,135,22,22,0,0.0564516129032258,0,0.0518518518518519
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/Timer.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile/Timer.java,0,0,0,1,31,32,7,7,0,0,0,0.03125
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/nativeio/TestNativeIO.java,23,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/nativeio/TestNativeIO.java,0,10,0,14,168,566,21,72,0,0.0595238095238095,0,0.0247349823321555
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/TestFailoverProxy.java,12,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/TestFailoverProxy.java,0,6,0,7,133,263,17,33,0,0.0451127819548872,0,0.026615969581749
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/TestRetryProxy.java,7,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/TestRetryProxy.java,0,5,0,7,125,278,18,26,0,0.04,0,0.0251798561151079
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/UnreliableImplementation.java,8,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/UnreliableImplementation.java,2,3,2,3,107,151,27,33,0.0186915887850467,0.0280373831775701,0.0132450331125828,0.0198675496688742
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/UnreliableInterface.java,5,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/retry/UnreliableInterface.java,3,3,4,3,33,42,3,3,0.0909090909090909,0.0909090909090909,0.0952380952380952,0.0714285714285714
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/SerializationTestUtil.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/SerializationTestUtil.java,2,7,2,7,25,25,1,1,0.08,0.28,0.08,0.28
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/TestWritableSerialization.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/TestWritableSerialization.java,0,5,0,12,26,66,2,8,0,0.192307692307692,0,0.181818181818182
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/Record.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/Record.java,1,0,1,0,19,21,6,6,0.0526315789473684,0,0.0476190476190476,0
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/TestAvroSerialization.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/avro/TestAvroSerialization.java,0,5,0,6,72,89,16,17,0,0.0694444444444445,0,0.0674157303370787
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/AvroTestProtocol.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/AvroTestProtocol.java,1,0,NA,NA,12,NA,1,NA,0.0833333333333333,0,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/MiniRPCBenchmark.java,10,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/MiniRPCBenchmark.java,1,19,1,20,298,301,41,41,0.00335570469798658,0.063758389261745,0.00332225913621262,0.0664451827242525
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestAvroRpc.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestAvroRpc.java,0,13,NA,NA,155,NA,22,NA,0,0.0838709677419355,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIPC.java,34,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIPC.java,1,9,1,22,572,1177,75,132,0.00174825174825175,0.0157342657342657,0.000849617672047579,0.0186915887850467
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIPCServerResponder.java,8,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestIPCServerResponder.java,0,7,0,9,111,224,12,26,0,0.0630630630630631,0,0.0401785714285714
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestMiniRPCBenchmark.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestMiniRPCBenchmark.java,0,2,0,2,13,13,1,1,0,0.153846153846154,0,0.153846153846154
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPC.java,35,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPC.java,3,19,8,34,437,808,65,92,0.0068649885583524,0.0434782608695652,0.0099009900990099,0.0420792079207921
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPCCompatibility.java,12,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestRPCCompatibility.java,0,7,0,11,192,295,22,31,0,0.0364583333333333,0,0.0372881355932203
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestSaslRPC.java,32,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestSaslRPC.java,2,23,2,27,415,943,41,106,0.00481927710843374,0.055421686746988,0.00212089077412513,0.0286320254506893
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestSocketFactory.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestSocketFactory.java,0,3,0,5,38,39,1,1,0,0.0789473684210526,0,0.128205128205128
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/jmx/TestJMXJsonServlet.java,5,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/jmx/TestJMXJsonServlet.java,0,2,0,3,51,50,4,4,0,0.0392156862745098,0,0.06
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/log/TestLogLevel.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/log/TestLogLevel.java,0,2,0,3,47,51,3,3,0,0.0425531914893617,0,0.0588235294117647
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/TestMetricsServlet.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/TestMetricsServlet.java,0,6,0,6,72,74,4,4,0,0.0833333333333333,0,0.0810810810810811
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/ganglia/TestGangliaContext.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/ganglia/TestGangliaContext.java,0,3,0,3,17,54,1,5,0,0.176470588235294,0,0.0555555555555556
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/spi/TestOutputRecord.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/spi/TestOutputRecord.java,0,2,0,2,17,18,1,1,0,0.117647058823529,0,0.111111111111111
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/filter/TestPatternFilter.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/filter/TestPatternFilter.java,1,6,1,8,85,156,11,20,0.0117647058823529,0.0705882352941177,0.00641025641025641,0.0512820512820513
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigBuilder.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigBuilder.java,5,0,9,0,25,25,5,5,0.2,0,0.36,0
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigUtil.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/ConfigUtil.java,1,0,1,0,37,37,8,8,0.027027027027027,0,0.027027027027027,0
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/MetricsLists.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/MetricsLists.java,2,2,2,2,6,6,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestGangliaMetrics.java,6,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestGangliaMetrics.java,0,14,0,19,120,149,12,12,0,0.116666666666667,0,0.12751677852349
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsCollectorImpl.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsCollectorImpl.java,0,5,0,5,33,33,2,2,0,0.151515151515152,0,0.151515151515152
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsConfig.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsConfig.java,2,3,5,3,86,86,5,5,0.0232558139534884,0.0348837209302326,0.0581395348837209,0.0348837209302326
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSystemImpl.java,15,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsSystemImpl.java,0,23,0,27,122,488,9,54,0,0.188524590163934,0,0.055327868852459
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsVisitor.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestMetricsVisitor.java,0,7,0,7,56,56,2,2,0,0.125,0,0.125
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestSinkQueue.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl/TestSinkQueue.java,0,1,0,1,201,201,19,19,0,0.00497512437810945,0,0.00497512437810945
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestInterns.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestInterns.java,0,3,0,3,52,52,12,12,0,0.0576923076923077,0,0.0576923076923077
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsAnnotations.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsAnnotations.java,0,19,0,18,152,153,22,22,0,0.125,0,0.117647058823529
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsRegistry.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMetricsRegistry.java,0,11,0,11,53,102,4,6,0,0.207547169811321,0,0.107843137254902
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMutableMetrics.java,4,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestMutableMetrics.java,0,6,0,8,68,171,2,12,0,0.0882352941176471,0,0.0467836257309942
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestUniqNames.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib/TestUniqNames.java,0,1,0,1,18,18,2,2,0,0.0555555555555556,0,0.0555555555555556
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/ganglia/GangliaMetricsTestHelper.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/sink/ganglia/GangliaMetricsTestHelper.java,1,1,1,1,8,8,1,1,0.125,0.125,0.125,0.125
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/source/TestJvmMetrics.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/source/TestJvmMetrics.java,0,7,0,13,27,88,6,13,0,0.259259259259259,0,0.147727272727273
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestMetricsCache.java,1,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestMetricsCache.java,0,5,0,5,108,108,10,10,0,0.0462962962962963,0,0.0462962962962963
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestSampleStat.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util/TestSampleStat.java,0,1,0,1,36,36,1,1,0,0.0277777777777778,0,0.0277777777777778
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/StaticMapping.java,7,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/StaticMapping.java,5,4,6,3,35,72,7,15,0.142857142857143,0.114285714285714,0.0833333333333333,0.0416666666666667
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestDNS.java,6,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestDNS.java,0,1,0,3,72,150,13,20,0,0.0138888888888889,0,0.02
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetUtils.java,15,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetUtils.java,0,2,1,6,52,513,7,76,0,0.0384615384615385,0.00194931773879142,0.0116959064327485
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestScriptBasedMapping.java,2,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestScriptBasedMapping.java,0,3,0,4,25,51,2,6,0,0.12,0,0.0784313725490196
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestSocketIOWithTimeout.java,6,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestSocketIOWithTimeout.java,0,2,0,8,95,110,12,10,0,0.0210526315789474,0,0.0727272727272727
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/record/FromCpp.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/record/FromCpp.java,0,4,NA,NA,91,NA,9,NA,0,0.043956043956044,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/record/RecordBench.java,3,,,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/record/RecordBench.java,0,9,NA,NA,240,NA,42,NA,0,0.0375,NA,NA
