alias,source,project,id,atd_item,text,introducing_commit_hash,introducing_date,filename,number_of_changes,fixing_commit_hash,payment_date,last_known_path,intro-FAN-IN,intro-FAN-OUT,payment-FAN-IN,payment-FAN-OUT,intro-sloc,payment-sloc,intro-complexity,payment-complexity,normalized_intro-FAN-IN,normalized_intro-FAN-OUT,normalized_payment-FAN-IN,normalized_payment-FAN-OUT
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationServlet.java,6,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationServlet.java,0,6,0,6,172,171,0,31,0,0.0348837209302326,0,0.0350877192982456
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationUtil.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/conf/ReconfigurationUtil.java,2,1,8,1,36,40,97,8,0.0555555555555556,0.0277777777777778,0.2,0.025
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/AbstractFileSystem.java,22,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/AbstractFileSystem.java,21,26,42,31,529,651,38,132,0.0396975425330813,0.0491493383742911,0.0645161290322581,0.0476190476190476
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/AvroFSInput.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/AvroFSInput.java,1,5,2,5,36,41,16,7,0.0277777777777778,0.138888888888889,0.0487804878048781,0.121951219512195
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/BlockLocation.java,6,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/BlockLocation.java,51,6,76,3,184,185,51,41,0.277173913043478,0.0326086956521739,0.410810810810811,0.0162162162162162
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/BufferedFSInputStream.java,6,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/BufferedFSInputStream.java,2,5,5,7,51,76,19,17,0.0392156862745098,0.0980392156862745,0.0657894736842105,0.0921052631578947
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumException.java,25,2,32,2,17,17,26,2,1.47058823529412,0.117647058823529,1.88235294117647,0.117647058823529
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumFileSystem.java,18,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumFileSystem.java,19,23,22,22,386,465,14,94,0.0492227979274611,0.0595854922279793,0.0473118279569892,0.0473118279569892
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumFs.java,8,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumFs.java,1,18,1,18,329,358,25,70,0.00303951367781155,0.0547112462006079,0.00279329608938548,0.0502793296089386
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/CommonConfigurationKeys.java,50,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/CommonConfigurationKeys.java,59,3,188,4,38,184,21,0,1.55263157894737,0.0789473684210526,1.02173913043478,0.0217391304347826
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/CommonConfigurationKeysPublic.java,51,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/CommonConfigurationKeysPublic.java,70,1,297,4,101,227,18,0,0.693069306930693,0.0099009900990099,1.30837004405286,0.0176211453744493
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ContentSummary.java,8,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ContentSummary.java,29,3,54,5,91,182,0,40,0.318681318681319,0.032967032967033,0.296703296703297,0.0274725274725275
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/CreateFlag.java,5,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/CreateFlag.java,29,4,77,4,49,59,0,14,0.591836734693878,0.0816326530612245,1.30508474576271,0.0677966101694915
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DF.java,7,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DF.java,7,6,6,5,143,158,6,30,0.048951048951049,0.041958041958042,0.0379746835443038,0.0316455696202532
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DU.java,8,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DU.java,3,4,2,7,109,134,15,28,0.0275229357798165,0.036697247706422,0.0149253731343284,0.0522388059701493
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DelegateToFileSystem.java,11,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DelegateToFileSystem.java,2,18,8,18,160,182,29,34,0.0125,0.1125,0.043956043956044,0.0989010989010989
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSDataInputStream.java,9,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSDataInputStream.java,136,4,216,14,42,141,22,28,3.23809523809524,0.0952380952380952,1.53191489361702,0.099290780141844
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSDataOutputStream.java,7,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSDataOutputStream.java,196,4,358,5,86,91,4,19,2.27906976744186,0.0465116279069767,3.93406593406593,0.0549450549450549
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSError.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSError.java,5,2,5,2,11,11,11,1,0.454545454545455,0.181818181818182,0.454545454545455,0.181818181818182
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSInputChecker.java,5,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSInputChecker.java,4,6,5,7,228,251,30,59,0.0175438596491228,0.0263157894736842,0.0199203187250996,0.0278884462151394
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSInputStream.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSInputStream.java,14,4,17,5,41,49,5,5,0.341463414634146,0.0975609756097561,0.346938775510204,0.102040816326531
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSOutputSummer.java,14,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSOutputSummer.java,6,2,13,3,94,130,26,32,0.0638297872340426,0.0212765957446809,0.1,0.0230769230769231
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileAlreadyExistsException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileAlreadyExistsException.java,25,2,47,2,15,15,5,2,1.66666666666667,0.133333333333333,3.13333333333333,0.133333333333333
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileChecksum.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileChecksum.java,17,3,34,4,26,32,18,7,0.653846153846154,0.115384615384615,1.0625,0.125
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileContext.java,40,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileContext.java,75,37,151,43,938,1075,14,152,0.0799573560767591,0.0394456289978678,0.14046511627907,0.04
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileStatus.java,14,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileStatus.java,297,6,451,6,174,219,20,51,1.70689655172414,0.0344827586206897,2.05936073059361,0.0273972602739726
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileSystem.java,88,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileSystem.java,703,33,1130,49,1108,1647,22,346,0.634476534296029,0.0297833935018051,0.686095931997571,0.0297510625379478
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileUtil.java,29,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileUtil.java,123,10,224,14,495,883,1,203,0.248484848484848,0.0202020202020202,0.253680634201586,0.0158550396375991
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FilterFileSystem.java,39,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FilterFileSystem.java,14,17,35,26,195,439,5,91,0.0717948717948718,0.0871794871794872,0.0797266514806378,0.0592255125284738
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FilterFs.java,14,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FilterFs.java,2,21,2,26,211,327,25,60,0.00947867298578199,0.0995260663507109,0.00611620795107034,0.0795107033639144
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsConfig.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsConfig.java,2,3,NA,NA,55,NA,29,NA,0.0363636363636364,0.0545454545454545,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsConstants.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsConstants.java,17,2,30,2,12,13,44,0,1.41666666666667,0.166666666666667,2.30769230769231,0.153846153846154
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsServerDefaults.java,5,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsServerDefaults.java,20,5,30,7,66,90,0,12,0.303030303030303,0.0757575757575758,0.333333333333333,0.0777777777777778
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsShell.java,14,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsShell.java,17,11,30,14,210,277,15,63,0.080952380952381,0.0523809523809524,0.108303249097473,0.0505415162454874
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsShellPermissions.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsShellPermissions.java,1,12,2,13,148,149,0,23,0.00675675675675676,0.0810810810810811,0.0134228187919463,0.087248322147651
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsStatus.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsStatus.java,20,3,28,3,38,40,16,6,0.526315789473684,0.0789473684210526,0.7,0.075
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsUrlConnection.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsUrlConnection.java,1,5,1,5,35,35,12,5,0.0285714285714286,0.142857142857143,0.0285714285714286,0.142857142857143
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsUrlStreamHandler.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsUrlStreamHandler.java,1,4,1,4,22,22,16,3,0.0454545454545455,0.181818181818182,0.0454545454545455,0.181818181818182
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsUrlStreamHandlerFactory.java,5,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FsUrlStreamHandlerFactory.java,1,4,3,5,37,47,16,7,0.027027027027027,0.108108108108108,0.0638297872340426,0.106382978723404
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/GlobExpander.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/GlobExpander.java,3,2,2,2,121,121,12,31,0.0247933884297521,0.0165289256198347,0.0165289256198347,0.0165289256198347
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/GlobFilter.java,6,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/GlobFilter.java,2,3,2,5,33,39,13,8,0.0606060606060606,0.0909090909090909,0.0512820512820513,0.128205128205128
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/GlobPattern.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/GlobPattern.java,3,2,5,2,106,107,31,33,0.0283018867924528,0.0188679245283019,0.0467289719626168,0.0186915887850467
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/HardLink.java,11,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/HardLink.java,6,1,7,3,370,175,14,28,0.0162162162162162,0.0027027027027027,0.04,0.0171428571428571
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/InvalidPathException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/InvalidPathException.java,6,3,16,3,16,16,15,3,0.375,0.1875,1,0.1875
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalDirAllocator.java,12,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalDirAllocator.java,27,7,25,8,223,312,24,63,0.121076233183857,0.031390134529148,0.0801282051282051,0.0256410256410256
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalFileSystem.java,9,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalFileSystem.java,37,9,61,12,76,110,19,24,0.486842105263158,0.118421052631579,0.554545454545455,0.109090909090909
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalFileSystemConfigKeys.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalFileSystemConfigKeys.java,1,3,2,3,20,20,11,0,0.05,0.15,0.1,0.15
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocatedFileStatus.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocatedFileStatus.java,14,5,37,5,43,49,11,8,0.325581395348837,0.116279069767442,0.755102040816327,0.102040816326531
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/MD5MD5CRC32FileChecksum.java,6,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/MD5MD5CRC32FileChecksum.java,4,5,9,9,74,122,12,24,0.0540540540540541,0.0675675675675676,0.0737704918032787,0.0737704918032787
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Options.java,5,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Options.java,30,4,68,5,153,223,0,64,0.196078431372549,0.0261437908496732,0.304932735426009,0.0224215246636771
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ParentNotDirectoryException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ParentNotDirectoryException.java,14,2,26,2,15,15,6,2,0.933333333333333,0.133333333333333,1.73333333333333,0.133333333333333
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Path.java,19,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Path.java,879,4,1446,5,234,294,27,96,3.75641025641026,0.0170940170940171,4.91836734693878,0.0170068027210884
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/PathFilter.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/PathFilter.java,28,2,37,2,8,8,6,0,3.5,0.25,4.625,0.25
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/PositionedReadable.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/PositionedReadable.java,8,2,14,2,13,13,12,0,0.615384615384615,0.153846153846154,1.07692307692308,0.153846153846154
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/RawLocalFileSystem.java,40,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/RawLocalFileSystem.java,10,20,23,27,420,714,16,172,0.0238095238095238,0.0476190476190476,0.0322128851540616,0.0378151260504202
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/RemoteIterator.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/RemoteIterator.java,26,0,66,0,7,7,3,0,3.71428571428571,0,9.42857142857143,0
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Seekable.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Seekable.java,11,2,17,2,12,12,19,0,0.916666666666667,0.166666666666667,1.41666666666667,0.166666666666667
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Syncable.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Syncable.java,2,2,8,2,11,10,13,0,0.181818181818182,0.181818181818182,0.8,0.2
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Trash.java,6,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Trash.java,5,7,4,9,53,66,12,13,0.0943396226415094,0.132075471698113,0.0606060606060606,0.136363636363636
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/TrashPolicy.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/TrashPolicy.java,3,7,3,7,30,42,30,4,0.1,0.233333333333333,0.0714285714285714,0.166666666666667
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/TrashPolicyDefault.java,16,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/TrashPolicyDefault.java,0,11,0,13,220,287,14,55,0,0.05,0,0.0452961672473868
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/UnresolvedLinkException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/UnresolvedLinkException.java,21,2,36,2,15,15,109,2,1.4,0.133333333333333,2.4,0.133333333333333
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/UnsupportedFileSystemException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/UnsupportedFileSystemException.java,21,2,45,2,12,12,107,1,1.75,0.166666666666667,3.75,0.166666666666667
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPException.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPException.java,2,2,2,2,17,17,7,3,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPFileSystem.java,8,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPFileSystem.java,1,14,3,17,421,458,0,83,0.00237529691211401,0.0332541567695962,0.00655021834061135,0.037117903930131
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPInputStream.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPInputStream.java,1,5,1,5,91,100,0,24,0.010989010989011,0.0549450549450549,0.01,0.05
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FtpConfigKeys.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FtpConfigKeys.java,1,4,1,5,31,39,0,1,0.032258064516129,0.129032258064516,0.0256410256410256,0.128205128205128
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FtpFs.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FtpFs.java,0,9,0,9,28,28,0,3,0,0.321428571428571,0,0.321428571428571
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/IFSImpl.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/IFSImpl.java,3,5,NA,NA,26,NA,0,NA,0.115384615384615,0.192307692307692,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSConfigKeys.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSConfigKeys.java,0,3,NA,NA,21,NA,0,NA,0,0.142857142857143,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSImpl.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSImpl.java,1,11,NA,NA,109,NA,0,NA,0.00917431192660551,0.100917431192661,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSInputStream.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSInputStream.java,1,4,NA,NA,92,NA,0,NA,0.0108695652173913,0.0434782608695652,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSOutputStream.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSOutputStream.java,1,6,NA,NA,65,NA,0,NA,0.0153846153846154,0.0923076923076923,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KosmosFileSystem.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KosmosFileSystem.java,1,15,NA,NA,246,NA,0,NA,0.0040650406504065,0.0609756097560976,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/LocalConfigKeys.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/LocalConfigKeys.java,2,4,2,5,29,37,0,1,0.0689655172413793,0.137931034482759,0.0540540540540541,0.135135135135135
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/LocalFs.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/LocalFs.java,0,6,1,6,20,20,0,2,0,0.3,0.05,0.3
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/RawLocalFs.java,11,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/RawLocalFs.java,1,12,1,9,100,36,0,5,0.01,0.12,0.0277777777777778,0.25
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/package-info.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/local/package-info.java,0,2,0,2,5,5,0,0,0,0.4,0,0.4
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/AccessControlException.java,2,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/AccessControlException.java,1,2,NA,NA,19,NA,0,NA,0.0526315789473684,0.105263157894737,NA,NA
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/ChmodParser.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/ChmodParser.java,1,5,1,5,22,22,0,3,0.0454545454545455,0.227272727272727,0.0454545454545455,0.227272727272727
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/FsAction.java,3,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/FsAction.java,19,2,103,2,35,43,0,9,0.542857142857143,0.0571428571428571,2.3953488372093,0.0465116279069767
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/FsPermission.java,13,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/FsPermission.java,158,10,331,10,177,193,0,53,0.892655367231638,0.0564971751412429,1.71502590673575,0.0518134715025907
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/PermissionParser.java,1,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/PermissionParser.java,2,2,2,2,139,139,0,39,0.0143884892086331,0.0143884892086331,0.0143884892086331,0.0143884892086331
ATD-17,,,,HADOOP-12923,,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/PermissionStatus.java,4,,,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/permission/PermissionStatus.java,22,7,53,7,68,74,0,13,0.323529411764706,0.102941176470588,0.716216216216216,0.0945945945945946
