alias,source,project,id,non_atd_item,text,introducing_commit_hash,introducing_date,filename,number_of_changes,fixing_commit_hash,payment_date,last_known_path,intro-FAN-IN,intro-FAN-OUT,payment-FAN-IN,payment-FAN-OUT,intro-sloc,payment-sloc,intro-complexity,payment-complexity,normalized_intro-FAN-IN,normalized_intro-FAN-OUT,normalized_payment-FAN-IN,normalized_payment-FAN-OUT,
NON-ATD-10,,,,113ad5ecfa8990c97a56b8fc31656f0,,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/pubsub/TestUtils.java,1,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/pubsub/TestUtils.java,0,0,0,0,22,22,3,3,0,0,0,0,
NON-ATD-10,,,,113ad5ecfa8990c97a56b8fc31656f0,,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/pubsub/util/MockRecordParser.java,1,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/pubsub/util/MockRecordParser.java,6,13,9,13,72,72,8,8,0.0833333333333333,0.180555555555556,0.125,0.180555555555556,
NON-ATD-10,,,,113ad5ecfa8990c97a56b8fc31656f0,,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/pubsub/util/MockRecordWriter.java,1,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/pubsub/util/MockRecordWriter.java,6,9,8,9,92,92,13,13,0.0652173913043478,0.0978260869565217,0.0869565217391304,0.0978260869565217,
NON-ATD-10,,,,113ad5ecfa8990c97a56b8fc31656f0,,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/test/EmbeddedKafka.java,1,,,nifi-nar-bundles/nifi-kafka-bundle/nifi-kafka-1-0-processors/src/test/java/org/apache/nifi/processors/kafka/test/EmbeddedKafka.java,4,0,4,0,131,131,21,21,0.0305343511450382,0,0.0305343511450382,0,
NON-ATD-11,commit messages,camel,35b1bab78b438932025c22799dc57eabe97595d7,35b1bab78b438932025c22799dc57eabe97595d7,CAMEL-13113: Remove camel-script component,a901d934c499,2019-01-22,tooling/maven/camel-package-maven-plugin/src/main/java/org/apache/camel/maven/packaging/PrepareReleasePomMojo.java,5,35b1bab78b438932025c22799dc57eabe97595d7,2019-04-22,tooling/maven/camel-package-maven-plugin/src/main/java/org/apache/camel/maven/packaging/PrepareReleasePomMojo.java,0,2,0,2,120,134,24,26,0,0.0166666666666667,0,0.0149253731343284,
NON-ATD-12,commit messages,camel,1cf5df09d5f54b68f7c2f13122391aa86d0be2ee,1cf5df09d5f54b68f7c2f13122391aa86d0be2ee,Use WANT for client SSL to have test working on more platforms,235603677465,2011-10-21,components/camel-netty/src/test/java/org/apache/camel/component/netty/NettySSLContextParametersTest.java,2,1cf5df09d5f54b68f7c2f13122391aa86d0be2ee,2012-05-27,components/camel-netty/src/test/java/org/apache/camel/component/netty/NettySSLContextParametersTest.java,0,16,0,18,62,66,5,5,0,0.258064516129032,0,0.272727272727273,
NON-ATD-13,commit messages,camel,1fa60a51885826d0282bc7e179a5eadd7a5133ca,1fa60a51885826d0282bc7e179a5eadd7a5133ca,"CAMEL-16068 - Use HeadBucketRequest to check if a bucket exists or not for consumer too, thanks fyi for the suggestion",8b0a0486be7f,2020-03-06,components/camel-aws2-s3/src/generated/java/org/apache/camel/component/aws2/s3/AWS2S3ComponentConfigurer.java,24,1fa60a51885826d0282bc7e179a5eadd7a5133ca,2021-01-22,components/camel-aws2-s3/src/generated/java/org/apache/camel/component/aws2/s3/AWS2S3ComponentConfigurer.java,0,7,0,11,88,276,72,243,0,0.0795454545454545,0,0.0398550724637681,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/generated/java/org/apache/camel/component/aws2/s3/AWS2S3EndpointConfigurer.java,27,,,components/camel-aws2-s3/src/generated/java/org/apache/camel/component/aws2/s3/AWS2S3EndpointConfigurer.java,0,12,0,16,119,380,107,347,0,0.100840336134454,0,0.0421052631578947,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Component.java,13,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Component.java,2,9,3,8,51,48,15,13,0.0392156862745098,0.176470588235294,0.0625,0.166666666666667,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3ComponentVerifierExtension.java,5,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3ComponentVerifierExtension.java,1,6,1,6,46,56,6,7,0.0217391304347826,0.130434782608696,0.0178571428571429,0.107142857142857,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Configuration.java,32,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Configuration.java,12,6,14,6,292,332,72,80,0.0410958904109589,0.0205479452054795,0.0421686746987952,0.0180722891566265,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Constants.java,5,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Constants.java,5,0,22,0,29,26,0,0,0.172413793103448,0,0.846153846153846,0,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Consumer.java,17,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Consumer.java,1,18,1,19,176,248,25,40,0.00568181818181818,0.102272727272727,0.00403225806451613,0.0766129032258065,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Endpoint.java,15,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Endpoint.java,4,24,5,26,191,177,29,27,0.0209424083769634,0.12565445026178,0.0282485875706215,0.146892655367232,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Operations.java,4,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Operations.java,5,0,17,0,4,11,0,0,1.25,0,1.54545454545455,0,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Producer.java,31,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Producer.java,1,15,1,15,309,537,62,106,0.00323624595469256,0.0485436893203884,0.00186219739292365,0.0279329608938547,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/AWS2CamelS3InternalClient.java,3,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/AWS2CamelS3InternalClient.java,5,0,5,0,5,5,0,0,1,0,1,0,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/AWS2S3ClientFactory.java,6,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/AWS2S3ClientFactory.java,2,4,2,4,12,12,3,3,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/impl/AWS2S3ClientIAMOptimizedImpl.java,8,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/impl/AWS2S3ClientIAMOptimizedImpl.java,2,3,2,3,57,69,9,11,0.0350877192982456,0.0526315789473684,0.0289855072463768,0.0434782608695652,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/impl/AWS2S3ClientStandardImpl.java,7,,,components/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/client/impl/AWS2S3ClientStandardImpl.java,2,3,2,3,56,71,9,11,0.0357142857142857,0.0535714285714286,0.028169014084507,0.0422535211267606,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/AWSS3ClientFactoryTest.java,5,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/AWSS3ClientFactoryTest.java,0,5,0,5,31,29,3,3,0,0.161290322580645,0,0.172413793103448,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/S3ComponentVerifierExtensionTest.java,5,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/S3ComponentVerifierExtensionTest.java,0,4,0,4,38,53,3,4,0,0.105263157894737,0,0.0754716981132075,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/integration/S3ComponentIntegrationTest.java,5,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/integration/S3ComponentIntegrationTest.java,0,12,0,11,82,86,5,5,0,0.146341463414634,0,0.127906976744186,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/integration/S3ObjectRangeOperationIntegrationTest.java,6,,,components/camel-aws2-s3/src/test/java/org/apache/camel/component/aws2/s3/integration/S3ObjectRangeOperationIntegrationTest.java,0,11,0,11,76,79,4,4,0,0.144736842105263,0,0.139240506329114,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,core/camel-componentdsl/src/generated/java/org/apache/camel/builder/component/ComponentsBuilderFactory.java,67,,,core/camel-componentdsl/src/generated/java/org/apache/camel/builder/component/ComponentsBuilderFactory.java,1,348,1,362,1050,1094,348,362,0.000952380952380952,0.331428571428571,0.000914076782449726,0.330895795246801,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,core/camel-componentdsl/src/generated/java/org/apache/camel/builder/component/dsl/Aws2S3ComponentBuilderFactory.java,27,,,core/camel-componentdsl/src/generated/java/org/apache/camel/builder/component/dsl/Aws2S3ComponentBuilderFactory.java,1,7,1,7,242,269,79,89,0.00413223140495868,0.0289256198347107,0.00371747211895911,0.0260223048327138,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,core/camel-endpointdsl/src/generated/java/org/apache/camel/builder/endpoint/EndpointBuilderFactory.java,31,,,core/camel-endpointdsl/src/generated/java/org/apache/camel/builder/endpoint/EndpointBuilderFactory.java,2,336,2,350,354,368,1,1,0.00564971751412429,0.949152542372881,0.00543478260869565,0.951086956521739,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,core/camel-endpointdsl/src/generated/java/org/apache/camel/builder/endpoint/EndpointBuilders.java,31,,,core/camel-endpointdsl/src/generated/java/org/apache/camel/builder/endpoint/EndpointBuilders.java,0,333,0,347,339,353,0,0,0,0.982300884955752,0,0.98300283286119,
NON-ATD-13,,,,1fa60a51885826d0282bc7e179a5eadd7a5133ca,,,,core/camel-endpointdsl/src/generated/java/org/apache/camel/builder/endpoint/dsl/AWS2S3EndpointBuilderFactory.java,37,,,core/camel-endpointdsl/src/generated/java/org/apache/camel/builder/endpoint/dsl/AWS2S3EndpointBuilderFactory.java,2,7,3,7,882,805,179,165,0.00226757369614512,0.00793650793650794,0.00372670807453416,0.00869565217391304,
NON-ATD-14,issue section,camel,10376,CAMEL-10376,"Instead of selecting implementation method, {{bridge method}} is used. We faced an issue with conversion of parameter when {{bean}} implements generic interface. For example having {{bean}} implementation like this: would lead to {{beanInfo}} containing {{Method}} with signature in {{methodMap}} This is not correct as conversion of parameter is not possible in this case. I could find an issue with the same problem that was previously fixed (CAMEL-8940), but later on it was broken with CAMEL-9656 (commit 5639b78).",0e1bf0b210a5,2007-08-07,camel-core/src/main/java/org/apache/camel/AlreadyStoppedException.java,5,8f0c15413369d245314fe27f34ea16c1ebc854e2,2016-10-12,camel-core/src/main/java/org/apache/camel/AlreadyStoppedException.java,2,1,1,1,6,7,1,1,0.333333333333333,0.166666666666667,0.142857142857143,0.142857142857143,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Body.java,5,,,camel-core/src/main/java/org/apache/camel/Body.java,1,0,43,0,9,11,0,0,0.111111111111111,0,3.90909090909091,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/CamelContext.java,208,,,camel-core/src/main/java/org/apache/camel/CamelContext.java,126,10,3944,63,30,261,0,0,4.2,0.333333333333333,15.1111111111111,0.241379310344828,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/CamelContextAware.java,5,,,camel-core/src/main/java/org/apache/camel/CamelContextAware.java,10,0,167,1,4,5,0,0,2.5,0,33.4,0.2,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/CamelException.java,5,,,camel-core/src/main/java/org/apache/camel/CamelException.java,3,0,59,0,14,15,4,4,0.214285714285714,0,3.93333333333333,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/CamelExchangeException.java,10,,,camel-core/src/main/java/org/apache/camel/CamelExchangeException.java,6,2,105,2,12,35,2,9,0.5,0.166666666666667,3,0.0571428571428571,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/CamelTemplate.java,19,,,camel-core/src/main/java/org/apache/camel/impl/CamelTemplate.java,24,11,NA,NA,162,NA,36,NA,0.148148148148148,0.0679012345679012,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Component.java,13,,,camel-core/src/main/java/org/apache/camel/Component.java,15,3,171,4,6,7,0,0,2.5,0.5,24.4285714285714,0.571428571428571,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Consumer.java,5,,,camel-core/src/main/java/org/apache/camel/Consumer.java,33,2,332,2,3,3,0,0,11,0.666666666666667,110.666666666667,0.666666666666667,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Converter.java,7,,,camel-core/src/main/java/org/apache/camel/Converter.java,10,0,90,0,9,13,0,0,1.11111111111111,0,6.92307692307692,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Endpoint.java,27,,,camel-core/src/main/java/org/apache/camel/Endpoint.java,127,5,917,8,12,18,0,0,10.5833333333333,0.416666666666667,50.9444444444444,0.444444444444444,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/EndpointInject.java,14,,,camel-core/src/main/java/org/apache/camel/EndpointInject.java,4,0,476,0,11,15,0,0,0.363636363636364,0,31.7333333333333,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Exchange.java,172,,,camel-core/src/main/java/org/apache/camel/Exchange.java,236,2,4196,6,19,180,0,0,12.4210526315789,0.105263157894737,23.3111111111111,0.0333333333333333,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/ExpectedBodyTypeException.java,5,,,camel-core/src/main/java/org/apache/camel/ExpectedBodyTypeException.java,1,3,4,3,17,18,3,3,0.0588235294117647,0.176470588235294,0.222222222222222,0.166666666666667,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Expression.java,7,,,camel-core/src/main/java/org/apache/camel/Expression.java,57,1,252,0,4,4,0,0,14.25,0.25,63,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/FailedToCreateProducerException.java,5,,,camel-core/src/main/java/org/apache/camel/FailedToCreateProducerException.java,3,2,16,2,11,12,2,2,0.272727272727273,0.181818181818182,1.33333333333333,0.166666666666667,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Header.java,7,,,camel-core/src/main/java/org/apache/camel/Header.java,1,0,37,0,10,12,0,0,0.1,0,3.08333333333333,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/InvalidHeaderTypeException.java,4,,,camel-core/src/main/java/org/apache/camel/InvalidHeaderTypeException.java,0,1,NA,NA,20,NA,5,NA,0,0.05,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/InvalidPayloadException.java,13,,,camel-core/src/main/java/org/apache/camel/InvalidPayloadException.java,1,4,48,4,12,22,2,4,0.0833333333333333,0.333333333333333,2.18181818181818,0.181818181818182,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/InvalidTypeException.java,4,,,camel-core/src/main/java/org/apache/camel/InvalidTypeException.java,1,2,NA,NA,17,NA,3,NA,0.0588235294117647,0.117647058823529,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Message.java,29,,,camel-core/src/main/java/org/apache/camel/Message.java,96,1,2503,3,17,44,0,0,5.64705882352941,0.0588235294117647,56.8863636363636,0.0681818181818182,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/MessageDriven.java,6,,,camel-core/src/main/java/org/apache/camel/MessageDriven.java,2,0,NA,NA,11,NA,0,NA,0.181818181818182,0,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/NoSuchEndpointException.java,9,,,camel-core/src/main/java/org/apache/camel/NoSuchEndpointException.java,9,1,24,1,12,18,2,3,0.75,0.0833333333333333,1.33333333333333,0.0555555555555556,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/NoSuchLanguageException.java,2,,,camel-core/src/main/java/org/apache/camel/NoSuchLanguageException.java,1,1,8,1,12,12,2,2,0.0833333333333333,0.0833333333333333,0.666666666666667,0.0833333333333333,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/NoSuchPropertyException.java,5,,,camel-core/src/main/java/org/apache/camel/NoSuchPropertyException.java,4,2,5,2,28,28,6,6,0.142857142857143,0.0714285714285714,0.178571428571429,0.0714285714285714,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/NoTypeConversionAvailableException.java,13,,,camel-core/src/main/java/org/apache/camel/NoTypeConversionAvailableException.java,1,1,53,1,17,38,3,10,0.0588235294117647,0.0588235294117647,1.39473684210526,0.0263157894736842,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/PollingConsumer.java,9,,,camel-core/src/main/java/org/apache/camel/PollingConsumer.java,6,2,37,2,6,6,0,0,1,0.333333333333333,6.16666666666667,0.333333333333333,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Predicate.java,5,,,camel-core/src/main/java/org/apache/camel/Predicate.java,29,0,176,0,5,4,0,0,5.8,0,44,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Processor.java,7,,,camel-core/src/main/java/org/apache/camel/Processor.java,175,0,2399,0,4,4,0,0,43.75,0,599.75,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Producer.java,12,,,camel-core/src/main/java/org/apache/camel/Producer.java,39,4,432,5,6,9,0,0,6.5,0.666666666666667,48,0.555555555555556,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/ProducerTemplate.java,42,,,camel-core/src/main/java/org/apache/camel/ProducerTemplate.java,2,2,827,6,15,104,0,0,0.133333333333333,0.133333333333333,7.95192307692308,0.0576923076923077,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Property.java,8,,,camel-core/src/main/java/org/apache/camel/Property.java,1,0,1,0,10,13,0,0,0.1,0,0.0769230769230769,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/ResolveEndpointFailedException.java,6,,,camel-core/src/main/java/org/apache/camel/ResolveEndpointFailedException.java,1,1,66,1,11,20,2,4,0.0909090909090909,0.0909090909090909,3.3,0.05,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Route.java,28,,,camel-core/src/main/java/org/apache/camel/Route.java,22,3,152,6,48,25,12,0,0.458333333333333,0.0625,6.08,0.24,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/RuntimeCamelException.java,3,,,camel-core/src/main/java/org/apache/camel/RuntimeCamelException.java,49,0,300,0,15,15,4,4,3.26666666666667,0,20,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/RuntimeExpressionException.java,2,,,camel-core/src/main/java/org/apache/camel/RuntimeExpressionException.java,4,1,6,1,13,13,3,3,0.307692307692308,0.0769230769230769,0.461538461538462,0.0769230769230769,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/RuntimeTransformException.java,3,,,camel-core/src/main/java/org/apache/camel/RuntimeTransformException.java,1,1,3,1,13,13,3,3,0.0769230769230769,0.0769230769230769,0.230769230769231,0.0769230769230769,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/Service.java,3,,,camel-core/src/main/java/org/apache/camel/Service.java,39,0,262,0,5,5,0,0,7.8,0,52.4,0,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/TypeConverter.java,14,,,camel-core/src/main/java/org/apache/camel/TypeConverter.java,22,0,421,2,4,10,0,0,5.5,0,42.1,0.2,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/ValidationException.java,6,,,camel-core/src/main/java/org/apache/camel/ValidationException.java,7,1,34,1,6,10,1,2,1.16666666666667,0.166666666666667,3.4,0.1,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/Builder.java,29,,,camel-core/src/main/java/org/apache/camel/builder/Builder.java,4,4,11,10,38,119,9,26,0.105263157894737,0.105263157894737,0.092436974789916,0.0840336134453782,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/BuilderSupport.java,51,,,camel-core/src/main/java/org/apache/camel/builder/BuilderSupport.java,11,11,1345,18,122,209,35,57,0.0901639344262295,0.0901639344262295,6.43540669856459,0.0861244019138756,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/ConstantProcessorBuilder.java,4,,,camel-core/src/main/java/org/apache/camel/builder/ConstantProcessorBuilder.java,1,2,NA,NA,11,NA,2,NA,0.0909090909090909,0.181818181818182,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/DeadLetterChannelBuilder.java,60,,,camel-core/src/main/java/org/apache/camel/builder/DeadLetterChannelBuilder.java,2,11,25,16,127,65,31,13,0.015748031496063,0.0866141732283465,0.384615384615385,0.246153846153846,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/ErrorHandlerBuilder.java,19,,,camel-core/src/main/java/org/apache/camel/builder/ErrorHandlerBuilder.java,5,2,17,5,7,17,0,0,0.714285714285714,0.285714285714286,1,0.294117647058824,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/ExpressionBuilder.java,137,,,camel-core/src/main/java/org/apache/camel/builder/ExpressionBuilder.java,10,5,57,43,247,1685,29,217,0.0404858299595142,0.0202429149797571,0.0338278931750742,0.0255192878338279,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/LoggingErrorHandlerBuilder.java,20,,,camel-core/src/main/java/org/apache/camel/builder/LoggingErrorHandlerBuilder.java,1,5,8,8,41,82,9,17,0.024390243902439,0.121951219512195,0.0975609756097561,0.0975609756097561,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/NoErrorHandlerBuilder.java,11,,,camel-core/src/main/java/org/apache/camel/builder/NoErrorHandlerBuilder.java,2,3,7,7,11,38,2,4,0.181818181818182,0.272727272727273,0.184210526315789,0.184210526315789,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/PredicateBuilder.java,31,,,camel-core/src/main/java/org/apache/camel/builder/PredicateBuilder.java,4,7,26,9,190,339,21,82,0.0210526315789474,0.0368421052631579,0.0766961651917404,0.0265486725663717,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/PredicateFactory.java,4,,,camel-core/src/main/java/org/apache/camel/builder/PredicateFactory.java,0,2,NA,NA,6,NA,0,NA,0,0.333333333333333,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/ProcessorBuilder.java,22,,,camel-core/src/main/java/org/apache/camel/builder/ProcessorBuilder.java,1,4,8,4,68,217,6,23,0.0147058823529412,0.0588235294117647,0.0368663594470046,0.0184331797235023,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/ProcessorFactory.java,3,,,camel-core/src/main/java/org/apache/camel/builder/ProcessorFactory.java,3,1,NA,NA,5,NA,0,NA,0.6,0.2,NA,NA,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,83,,,camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java,69,8,5221,19,70,289,15,69,0.985714285714286,0.114285714285714,18.0657439446367,0.0657439446366782,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/ValueBuilder.java,35,,,camel-core/src/main/java/org/apache/camel/builder/ValueBuilder.java,15,5,818,9,102,193,27,49,0.147058823529412,0.0490196078431373,4.23834196891192,0.0466321243523316,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/xml/DefaultNamespaceContext.java,10,,,camel-core/src/main/java/org/apache/camel/builder/xml/DefaultNamespaceContext.java,2,0,5,2,83,83,20,21,0.0240963855421687,0,0.0602409638554217,0.0240963855421687,
NON-ATD-14,,,,CAMEL-10376,,,,camel-core/src/main/java/org/apache/camel/builder/xml/DomResultHandler.java,3,,,camel-core/src/main/java/org/apache/camel/builder/xml/DomResultHandler.java,1,2,1,2,13,13,2,2,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,
